Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BA915,41.0382,28.7318,357,3925,205,2019-07-24 21:12:16.200293,24.676539980499243
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:16.201711,35.80229061738721
7100BC,40.9514,28.9765,279,6725,260,2019-07-24 21:12:16.202544,39.513629784425106
48412D,41.1058,29.0789,224,7500,268,2019-07-24 21:12:16.203254,32.95048010666334
4BBC65,41.0,28.6914,35,2950,194,2019-07-24 21:12:18.471539,29.226681471867995
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:18.474615,3.5892423330007985
4BB263,41.1465,28.7097,359,2550,175,2019-07-24 21:12:18.475455,12.912741396893633
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:18.476263,2.5936234943805063
4B9686,41.1754,28.7295,359,1925,149,2019-07-24 21:12:18.477251,9.463802267479723
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:18.479681,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:18.481085,35.80229061738721
7100BC,40.952,28.9721,279,6675,260,2019-07-24 21:12:18.482423,39.27383180924783
48412D,41.0997,29.071,224,7425,269,2019-07-24 21:12:18.484873,32.75271157432654
4BBC65,41.0,28.6914,35,2950,194,2019-07-24 21:12:20.773123,29.226681471867995
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:20.774488,3.5892423330007985
4BB263,41.1465,28.7097,359,2550,175,2019-07-24 21:12:20.775402,12.912741396893633
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:20.776393,2.5936234943805063
4B9686,41.1754,28.7295,359,1925,149,2019-07-24 21:12:20.778675,9.463802267479723
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:20.780141,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:20.781063,35.80229061738721
7100BC,40.952,28.9721,279,6675,260,2019-07-24 21:12:20.783113,39.27383180924783
48412D,41.0997,29.071,224,7425,269,2019-07-24 21:12:20.783978,32.75271157432654
4BBC65,41.0038,28.6946,32,2950,194,2019-07-24 21:12:23.125389,28.76985840345044
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:23.128202,3.5892423330007985
4BB263,41.1512,28.7096,359,2450,173,2019-07-24 21:12:23.130554,12.404432926503892
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:23.131500,2.5936234943805063
4B9686,41.1796,28.7294,359,1850,151,2019-07-24 21:12:23.132500,9.001039899630745
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:23.133380,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:23.134248,35.80229061738721
7100BC,40.9531,28.9626,279,6575,260,2019-07-24 21:12:23.135382,38.78253633567587
48412D,41.0971,29.0676,224,7375,269,2019-07-24 21:12:23.136665,32.674088294761475
4BBC65,41.0038,28.6946,32,2950,194,2019-07-24 21:12:25.424968,28.76985840345044
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:25.426780,3.5892423330007985
4BB263,41.1512,28.7096,359,2450,173,2019-07-24 21:12:25.427781,12.404432926503892
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:25.428671,2.5936234943805063
4B9686,41.1796,28.7294,359,1850,151,2019-07-24 21:12:25.429600,9.001039899630745
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:25.430422,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:25.431683,35.80229061738721
7100BC,40.9531,28.9626,279,6575,260,2019-07-24 21:12:25.433422,38.78253633567587
48412D,41.0951,29.065,224,7300,270,2019-07-24 21:12:25.434618,32.61796773556441
4BBC65,41.0065,28.6969,31,2950,194,2019-07-24 21:12:27.728604,28.445872379768222
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:27.730248,3.5892423330007985
4BB263,41.1558,28.7095,359,2375,171,2019-07-24 21:12:27.733069,11.908199947034143
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:27.734452,2.5936234943805063
4B9686,41.183,28.7294,359,1775,148,2019-07-24 21:12:27.735612,8.625897732608264
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:27.736551,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:27.737416,35.80229061738721
7100BC,40.9543,28.9531,279,6475,259,2019-07-24 21:12:27.738260,38.29201460150275
48412D,41.0926,29.0618,224,7250,270,2019-07-24 21:12:27.739092,32.55528522380362
4BBC65,41.012,28.7011,29,2950,194,2019-07-24 21:12:30.022706,27.79346700391758
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:30.024243,3.5892423330007985
4BB263,41.1584,28.7095,359,2300,170,2019-07-24 21:12:30.025590,11.627182225052744
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:30.027594,2.5936234943805063
4B9686,41.1861,28.7293,359,1725,145,2019-07-24 21:12:30.029177,8.285227913392214
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:30.030957,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:30.032554,35.80229061738721
7100BC,40.9549,28.9482,279,6400,259,2019-07-24 21:12:30.033549,38.04511904857995
48412D,41.0898,29.058,224,7200,270,2019-07-24 21:12:30.034481,32.4756659972038
4BBC65,41.012,28.7011,29,2950,194,2019-07-24 21:12:32.285857,27.79346700391758
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:32.287060,3.5892423330007985
4BB263,41.1584,28.7095,359,2300,170,2019-07-24 21:12:32.287771,11.627182225052744
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:32.288344,2.5936234943805063
4B9686,41.1861,28.7293,359,1725,145,2019-07-24 21:12:32.288866,8.285227913392214
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:32.289352,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:32.289881,35.80229061738721
7100BC,40.9549,28.9482,279,6400,259,2019-07-24 21:12:32.290555,38.04511904857995
48412D,41.0898,29.058,224,7200,270,2019-07-24 21:12:32.291430,32.4756659972038
4BBC65,41.012,28.7011,29,2950,194,2019-07-24 21:12:34.591262,27.79346700391758
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:34.593029,3.5892423330007985
4BB263,41.1584,28.7095,359,2300,170,2019-07-24 21:12:34.594223,11.627182225052744
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:34.595228,2.5936234943805063
4B9686,41.1861,28.7293,359,1725,145,2019-07-24 21:12:34.596780,8.285227913392214
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:34.598227,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:34.599676,35.80229061738721
7100BC,40.9549,28.9482,279,6400,259,2019-07-24 21:12:34.600676,38.04511904857995
48412D,41.0898,29.058,224,7200,270,2019-07-24 21:12:34.601930,32.4756659972038
4BBC65,41.012,28.7011,29,2950,194,2019-07-24 21:12:36.907666,27.79346700391758
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:36.909430,3.5892423330007985
4BB263,41.1607,28.7094,359,2275,168,2019-07-24 21:12:36.910816,11.380979211194868
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:36.912488,2.5936234943805063
4B9686,41.188,28.7292,359,1700,144,2019-07-24 21:12:36.914615,8.077061618033477
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:36.915608,24.309737310652167
4BAAA6,40.941,28.8007,267,4400,264,2019-07-24 21:12:36.916537,35.80229061738721
7100BC,40.9554,28.9439,279,6350,259,2019-07-24 21:12:36.917568,37.833543807464736
48412D,41.0868,29.0541,224,7150,270,2019-07-24 21:12:36.918767,32.40845229687965
4BBC65,41.0159,28.704,29,2950,195,2019-07-24 21:12:39.214715,27.333239100380123
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:39.216175,3.5892423330007985
4BB263,41.163,28.7094,359,2225,167,2019-07-24 21:12:39.217005,11.133117000946026
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:39.217827,2.5936234943805063
4B9686,41.1897,28.7292,359,1675,143,2019-07-24 21:12:39.218634,7.889880277701116
4BA915,41.0415,28.7318,359,3925,205,2019-07-24 21:12:39.219448,24.309737310652167
4BAAA6,40.9498,28.7722,309,4150,242,2019-07-24 21:12:39.220383,34.58056141461792
7100BC,40.9554,28.9439,279,6350,259,2019-07-24 21:12:39.221778,37.833543807464736
48412D,41.0844,29.0511,224,7100,269,2019-07-24 21:12:39.225110,32.36742734906094
4BBC65,41.0159,28.704,29,2950,195,2019-07-24 21:12:41.536821,27.333239100380123
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:41.538231,3.5892423330007985
4BB263,41.163,28.7094,359,2225,167,2019-07-24 21:12:41.539010,11.133117000946026
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:41.539751,2.5936234943805063
4B9686,41.1897,28.7292,359,1675,143,2019-07-24 21:12:41.540839,7.889880277701116
4BA915,41.0612,28.7321,359,3975,203,2019-07-24 21:12:41.541696,22.11918746001425
4BAAA6,40.9515,28.7703,316,4150,237,2019-07-24 21:12:41.542455,34.380885941042685
7100BC,40.956,28.939,279,6300,259,2019-07-24 21:12:41.543187,37.59228400596251
48412D,41.0844,29.0511,224,7100,269,2019-07-24 21:12:41.543917,32.36742734906094
4BBC65,41.0195,28.7066,28,2950,195,2019-07-24 21:12:43.876119,26.910307633279512
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:43.879228,3.5892423330007985
4BB263,41.1678,28.7093,359,2150,164,2019-07-24 21:12:43.880335,10.619257996762808
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:43.881503,2.5936234943805063
4B9686,41.194,28.7292,359,1575,141,2019-07-24 21:12:43.882405,7.416853985714124
4BA915,41.0666,28.732,358,3950,200,2019-07-24 21:12:43.883226,21.519393456066318
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:43.884030,33.72461077269675
7100BC,40.9572,28.9295,279,6200,259,2019-07-24 21:12:43.884856,37.129652854200245
48412D,41.0784,29.0432,224,7000,268,2019-07-24 21:12:43.885649,32.25665730546016
4BBC65,41.0195,28.7066,28,2950,195,2019-07-24 21:12:46.192348,26.910307633279512
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:46.195285,3.5892423330007985
4BB263,41.1678,28.7093,359,2150,164,2019-07-24 21:12:46.196668,10.619257996762808
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:46.197655,2.5936234943805063
4B9686,41.194,28.7292,359,1575,141,2019-07-24 21:12:46.198391,7.416853985714124
4BA915,41.0666,28.732,358,3950,200,2019-07-24 21:12:46.199605,21.519393456066318
4BAAA6,40.9515,28.7703,316,4150,237,2019-07-24 21:12:46.200482,34.380885941042685
7100BC,40.9572,28.9295,279,6200,259,2019-07-24 21:12:46.201161,37.129652854200245
48412D,41.0784,29.0432,224,7000,268,2019-07-24 21:12:46.201819,32.25665730546016
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:48.465134,3.5892423330007985
4BBC65,41.0239,28.709,23,2950,196,2019-07-24 21:12:48.466029,26.401775690993208
4BB263,41.1721,28.7092,359,2075,160,2019-07-24 21:12:48.466624,10.160927516994937
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:48.467091,2.5936234943805063
4B9686,41.1973,28.7291,359,1500,140,2019-07-24 21:12:48.467543,7.055662463157441
4BA915,41.0714,28.7318,358,3900,198,2019-07-24 21:12:48.468023,20.986690469261244
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:48.468426,33.72461077269675
7100BC,40.9583,28.9203,279,6100,259,2019-07-24 21:12:48.468877,36.69933093333774
48412D,41.074,29.0375,224,6900,267,2019-07-24 21:12:48.469324,32.19854934565909
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:50.753965,3.5892423330007985
4BBC65,41.0239,28.709,23,2950,196,2019-07-24 21:12:50.755369,26.401775690993208
4BB263,41.1698,28.7092,359,2100,162,2019-07-24 21:12:50.756266,10.407062500211733
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:50.757257,2.5936234943805063
4B9686,41.1958,28.7291,359,1525,140,2019-07-24 21:12:50.758052,7.220365538113981
4BA915,41.0692,28.7319,358,3925,199,2019-07-24 21:12:50.758651,21.23080706623366
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:50.761010,33.72461077269675
7100BC,40.9578,28.9248,279,6150,259,2019-07-24 21:12:50.762031,36.90452214134933
48412D,41.076,29.04,224,6950,267,2019-07-24 21:12:50.762489,32.21730215208581
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:53.116333,3.5892423330007985
4BB263,41.1741,28.7092,359,2025,158,2019-07-24 21:12:53.118286,9.947294722928742
4BBC65,41.0284,28.7105,13,2950,197,2019-07-24 21:12:53.119437,25.890757528004844
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:53.120581,2.5936234943805063
4B9686,41.1996,28.7291,359,1450,139,2019-07-24 21:12:53.123734,6.803320462347606
4BA915,41.0733,28.7318,358,3875,198,2019-07-24 21:12:53.125355,20.775556428447405
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:53.126298,33.72461077269675
7100BC,40.9589,28.9156,279,6025,259,2019-07-24 21:12:53.127229,36.48009958237604
48412D,41.0715,29.0342,224,6850,266,2019-07-24 21:12:53.128470,32.16803805205934
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:55.449284,3.5892423330007985
4BB263,41.1761,28.7091,359,2000,156,2019-07-24 21:12:55.450771,9.736472263597324
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:12:55.451934,25.442144026146657
7100B9,41.2393,28.7282,359,1100,130,2019-07-24 21:12:55.452983,2.5936234943805063
4B9686,41.2014,28.729,359,1425,138,2019-07-24 21:12:55.454072,6.607471802402345
4BA915,41.0763,28.7317,358,3800,197,2019-07-24 21:12:55.454935,20.442572107333145
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:55.455769,33.72461077269675
7100BC,40.9595,28.9109,279,5975,259,2019-07-24 21:12:55.456549,36.26394703029393
48412D,41.0686,29.0304,224,6800,266,2019-07-24 21:12:55.457310,32.14033701993385
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:12:57.805283,3.5892423330007985
4BB263,41.1778,28.7091,359,1950,155,2019-07-24 21:12:57.809596,9.55559689579522
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:12:57.810554,25.442144026146657
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:12:57.811235,6.390023859852779
4BA915,41.0806,28.7315,358,3725,195,2019-07-24 21:12:57.811890,19.965564658914644
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:12:57.812579,33.72461077269675
7100BC,40.96,28.906,278,5925,259,2019-07-24 21:12:57.813233,36.054857219894764
48412D,41.0658,29.0267,224,6750,265,2019-07-24 21:12:57.813896,32.11768988124869
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:00.113418,3.5892423330007985
4BB263,41.1778,28.7091,359,1950,155,2019-07-24 21:13:00.115088,9.55559689579522
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:13:00.116252,25.442144026146657
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:00.117195,6.390023859852779
4BA915,41.0806,28.7315,358,3725,195,2019-07-24 21:13:00.118019,19.965564658914644
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:13:00.118755,33.72461077269675
7100BC,40.96,28.906,278,5925,259,2019-07-24 21:13:00.119551,36.054857219894764
48412D,41.0658,29.0267,224,6750,265,2019-07-24 21:13:00.120338,32.11768988124869
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:02.462759,3.5892423330007985
4BB263,41.1778,28.7091,359,1950,155,2019-07-24 21:13:02.464581,9.55559689579522
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:13:02.467231,25.442144026146657
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:02.469875,6.390023859852779
4BA915,41.0806,28.7315,358,3725,195,2019-07-24 21:13:02.470803,19.965564658914644
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:13:02.471453,33.72461077269675
7100BC,40.96,28.906,278,5925,259,2019-07-24 21:13:02.472581,36.054857219894764
48412D,41.0658,29.0267,224,6750,265,2019-07-24 21:13:02.474658,32.11768988124869
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:04.745368,3.5892423330007985
4BB263,41.1778,28.7091,359,1950,155,2019-07-24 21:13:04.746568,9.55559689579522
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:13:04.747413,25.442144026146657
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:04.748209,6.390023859852779
4BA915,41.0806,28.7315,358,3725,195,2019-07-24 21:13:04.748859,19.965564658914644
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:13:04.749451,33.72461077269675
7100BC,40.96,28.906,278,5925,259,2019-07-24 21:13:04.749948,36.054857219894764
48412D,41.0658,29.0267,224,6750,265,2019-07-24 21:13:04.750408,32.11768988124869
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:07.064800,3.5892423330007985
4BB263,41.1778,28.7091,359,1950,155,2019-07-24 21:13:07.066210,9.55559689579522
4BBC65,41.0324,28.7112,8,2950,198,2019-07-24 21:13:07.067072,25.442144026146657
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:07.068427,6.390023859852779
4BA915,41.0806,28.7315,358,3725,195,2019-07-24 21:13:07.070898,19.965564658914644
4BAAA6,40.9572,28.7658,316,4100,237,2019-07-24 21:13:07.072284,33.72461077269675
7100BC,40.96,28.906,278,5925,259,2019-07-24 21:13:07.073574,36.054857219894764
48412D,41.0658,29.0267,224,6750,265,2019-07-24 21:13:07.074689,32.11768988124869
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:09.364625,3.5892423330007985
4BB263,41.1827,28.709,359,1875,152,2019-07-24 21:13:09.366572,9.038741258145178
4BBC65,41.0423,28.7116,2,2950,196,2019-07-24 21:13:09.368576,24.343554078347154
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:09.370583,6.390023859852779
4BA915,41.0879,28.7313,358,3550,194,2019-07-24 21:13:09.372452,19.15535349322902
4BAAA6,40.9803,28.7558,340,3950,206,2019-07-24 21:13:09.373853,31.119017279258866
7100BC,40.9607,28.8967,275,5825,260,2019-07-24 21:13:09.375166,35.69371931579813
48412D,41.0575,29.016,224,6600,266,2019-07-24 21:13:09.376307,32.10169709369838
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:11.788084,3.5892423330007985
4BB263,41.185,28.709,358,1825,152,2019-07-24 21:13:11.790279,8.796050095105217
4BBC65,41.0423,28.7116,2,2950,196,2019-07-24 21:13:11.791650,24.343554078347154
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:11.792679,6.390023859852779
4BA915,41.0911,28.7312,358,3500,194,2019-07-24 21:13:11.793963,18.800298118269147
4BAAA6,40.9803,28.7558,340,3950,206,2019-07-24 21:13:11.795113,31.119017279258866
7100BC,40.9608,28.8919,270,5750,262,2019-07-24 21:13:11.796077,35.539864030572396
48412D,41.055,29.0128,224,6550,267,2019-07-24 21:13:11.797043,32.10830091417569
4BA8E7,41.2418,28.7072,358,1150,138,2019-07-24 21:13:14.091254,3.5892423330007985
4BB263,41.185,28.709,358,1825,152,2019-07-24 21:13:14.093346,8.796050095105217
4BBC65,41.0423,28.7116,2,2950,196,2019-07-24 21:13:14.095113,24.343554078347154
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:14.096578,6.390023859852779
4BA915,41.0911,28.7312,358,3500,194,2019-07-24 21:13:14.097869,18.800298118269147
4BAAA6,40.9803,28.7558,340,3950,206,2019-07-24 21:13:14.098893,31.119017279258866
7100BC,40.9608,28.8919,270,5750,262,2019-07-24 21:13:14.099816,35.539864030572396
48412D,41.055,29.0128,224,6550,267,2019-07-24 21:13:14.100746,32.10830091417569
4BB263,41.1904,28.7088,358,1725,144,2019-07-24 21:13:16.397362,8.235134553160371
4BBC65,41.051,28.7114,359,2975,192,2019-07-24 21:13:16.398651,23.38350613075241
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:16.399401,6.390023859852779
4BA915,41.0962,28.7311,358,3400,193,2019-07-24 21:13:16.401310,18.23424121878219
4BAAA6,40.9881,28.7521,340,3950,198,2019-07-24 21:13:16.404153,30.24234226820593
7100BC,40.959,28.8772,258,5575,267,2019-07-24 21:13:16.406135,35.315211425662476
48412D,41.0504,29.0069,224,6450,268,2019-07-24 21:13:16.407310,32.13184849502887
4BB263,41.1904,28.7088,358,1725,144,2019-07-24 21:13:18.702901,8.235134553160371
4BBC65,41.051,28.7114,359,2975,192,2019-07-24 21:13:18.705777,23.38350613075241
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:18.707419,6.390023859852779
4BA915,41.0962,28.7311,358,3400,193,2019-07-24 21:13:18.708607,18.23424121878219
4BAAA6,40.9881,28.7521,340,3950,198,2019-07-24 21:13:18.709717,30.24234226820593
7100BC,40.959,28.8772,258,5575,267,2019-07-24 21:13:18.711245,35.315211425662476
48412D,41.0504,29.0069,224,6450,268,2019-07-24 21:13:18.712791,32.13184849502887
4BB263,41.1904,28.7088,358,1725,144,2019-07-24 21:13:21.001555,8.235134553160371
4BBC65,41.051,28.7114,359,2975,192,2019-07-24 21:13:21.004678,23.38350613075241
4B9686,41.2034,28.7289,359,1375,138,2019-07-24 21:13:21.006158,6.390023859852779
4BA915,41.0962,28.7311,358,3400,193,2019-07-24 21:13:21.007385,18.23424121878219
4BAAA6,40.9881,28.7521,340,3950,198,2019-07-24 21:13:21.008412,30.24234226820593
7100BC,40.959,28.8772,258,5575,267,2019-07-24 21:13:21.009285,35.315211425662476
48412D,41.0504,29.0069,224,6450,268,2019-07-24 21:13:21.010204,32.13184849502887
4BB263,41.1947,28.7087,359,1625,137,2019-07-24 21:13:23.325876,7.790927632103911
4BBC65,41.0554,28.7113,358,2975,192,2019-07-24 21:13:23.328271,22.898203322938414
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:23.329500,4.915901990863058
4BA915,41.1021,28.731,359,3300,191,2019-07-24 21:13:23.330614,17.57942028445728
4BAAA6,40.9932,28.7496,339,3950,193,2019-07-24 21:13:23.332008,29.670463546745605
7100BC,40.9581,28.8723,257,5525,267,2019-07-24 21:13:23.333152,35.28158140823688
48412D,41.0446,28.9993,224,6325,268,2019-07-24 21:13:23.334092,32.17486158048134
4BB263,41.1947,28.7087,359,1625,137,2019-07-24 21:13:25.661106,7.790927632103911
4BBC65,41.0554,28.7113,358,2975,192,2019-07-24 21:13:25.664171,22.898203322938414
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:25.666524,4.915901990863058
4BA915,41.1021,28.731,359,3300,191,2019-07-24 21:13:25.667589,17.57942028445728
4BAAA6,40.9932,28.7496,339,3950,193,2019-07-24 21:13:25.668608,29.670463546745605
7100BC,40.9581,28.8723,257,5525,267,2019-07-24 21:13:25.671500,35.28158140823688
48412D,41.0446,28.9993,224,6325,268,2019-07-24 21:13:25.673001,32.17486158048134
4BB263,41.1966,28.7087,359,1600,134,2019-07-24 21:13:28.050781,7.594585090342574
4BBC65,41.0598,28.7112,358,2950,192,2019-07-24 21:13:28.052626,22.41308218376969
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:28.053761,4.915901990863058
4BA915,41.1044,28.7309,359,3250,190,2019-07-24 21:13:28.054755,17.324472924323054
4BAAA6,40.9958,28.7484,339,3950,189,2019-07-24 21:13:28.055682,29.379524002295057
7100BC,40.9561,28.8632,253,5450,268,2019-07-24 21:13:28.057428,35.267510281046
48412D,41.0419,28.9958,224,6275,268,2019-07-24 21:13:28.058896,32.2056313442262
4BB263,41.1972,28.7086,359,1575,133,2019-07-24 21:13:30.361861,7.5359165245100055
4BBC65,41.0598,28.7112,358,2950,192,2019-07-24 21:13:30.363669,22.41308218376969
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:30.364852,4.915901990863058
4BA915,41.1044,28.7309,359,3250,190,2019-07-24 21:13:30.366138,17.324472924323054
4BAAA6,40.9982,28.7472,339,3975,186,2019-07-24 21:13:30.367165,29.111141475598632
7100BC,40.9549,28.8583,252,5400,267,2019-07-24 21:13:30.368445,35.28050489062094
48412D,41.0387,28.9916,224,6225,268,2019-07-24 21:13:30.370456,32.246306025396166
4BB263,41.1996,28.7086,359,1550,129,2019-07-24 21:13:32.697092,7.289551521829955
4BBC65,41.0647,28.7111,359,2950,191,2019-07-24 21:13:32.697559,21.872946951598003
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:32.697929,4.915901990863058
4BA915,41.108,28.7309,359,3200,188,2019-07-24 21:13:32.698242,16.92471457270313
4BAAA6,41.0005,28.746,339,4000,184,2019-07-24 21:13:32.698445,28.854205414295013
7100BC,40.9536,28.8533,250,5375,267,2019-07-24 21:13:32.698599,35.3073069237206
48412D,41.0335,28.9847,224,6125,267,2019-07-24 21:13:32.698750,32.32483331320507
4BB263,41.1996,28.7086,359,1550,129,2019-07-24 21:13:35.071729,7.289551521829955
4BBC65,41.0647,28.7111,359,2950,191,2019-07-24 21:13:35.074417,21.872946951598003
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:35.076166,4.915901990863058
4BA915,41.1118,28.7308,359,3150,183,2019-07-24 21:13:35.078273,16.503287187678612
4BAAA6,41.0031,28.7448,339,4000,184,2019-07-24 21:13:35.080114,28.56423466304086
7100BC,40.9523,28.8488,249,5375,266,2019-07-24 21:13:35.083883,35.35016001015424
48412D,41.0335,28.9847,224,6125,267,2019-07-24 21:13:35.087313,32.32483331320507
4BB263,41.1996,28.7086,359,1550,129,2019-07-24 21:13:37.391723,7.289551521829955
4BBC65,41.0647,28.7111,359,2950,191,2019-07-24 21:13:37.393096,21.872946951598003
4B9686,41.217,28.7286,359,1375,138,2019-07-24 21:13:37.393800,4.915901990863058
4BA915,41.1118,28.7308,359,3150,183,2019-07-24 21:13:37.394469,16.503287187678612
4BAAA6,41.0031,28.7448,339,4000,184,2019-07-24 21:13:37.395124,28.56423466304086
7100BC,40.9523,28.8488,249,5375,266,2019-07-24 21:13:37.395773,35.35016001015424
48412D,41.0335,28.9847,224,6125,267,2019-07-24 21:13:37.396442,32.32483331320507
4BB263,41.2037,28.7086,359,1475,129,2019-07-24 21:13:39.705083,6.87223616270702
4BBC65,41.069,28.711,359,2950,189,2019-07-24 21:13:39.706780,21.399284923444483
4B9686,41.2235,28.7285,359,1375,138,2019-07-24 21:13:39.707940,4.220043972451252
4BA915,41.1146,28.7308,359,3100,182,2019-07-24 21:13:39.708989,16.192424369756324
4BAAA6,41.0054,28.7437,339,3975,185,2019-07-24 21:13:39.709926,28.30799715231334
7100BC,40.9512,28.8448,249,5350,264,2019-07-24 21:13:39.710793,35.38607801138744
48412D,41.0315,28.9822,224,6100,266,2019-07-24 21:13:39.711599,32.36845507972829
4BB263,41.2061,28.7086,359,1425,129,2019-07-24 21:13:41.991398,6.630321420580018
4BBC65,41.0732,28.7109,359,2950,188,2019-07-24 21:13:41.992934,20.936869245479972
4B9686,41.2235,28.7285,359,1375,138,2019-07-24 21:13:41.994198,4.220043972451252
