Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BA915,41.1196,28.7307,359,3000,180,2019-07-24 21:13:41.996145,15.637906585667114
4BAAA6,41.0103,28.7413,339,3950,184,2019-07-24 21:13:41.997125,27.76311483358736
7100BC,40.9486,28.8356,249,5300,261,2019-07-24 21:13:41.997988,35.48976315967964
48412D,41.026,28.9749,224,6025,263,2019-07-24 21:13:41.999217,32.48155659087249
4BB263,41.2061,28.7086,359,1425,129,2019-07-24 21:13:44.311195,6.630321420580018
4BBC65,41.0732,28.7109,359,2950,188,2019-07-24 21:13:44.313210,20.936869245479972
4B9686,41.2235,28.7285,359,1375,138,2019-07-24 21:13:44.314732,4.220043972451252
4BA915,41.1196,28.7307,359,3000,180,2019-07-24 21:13:44.317075,15.637906585667114
4BAAA6,41.0103,28.7413,339,3950,184,2019-07-24 21:13:44.318388,27.76311483358736
7100BC,40.9486,28.8356,249,5300,261,2019-07-24 21:13:44.319338,35.48976315967964
48412D,41.026,28.9749,224,6025,263,2019-07-24 21:13:44.320199,32.48155659087249
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:04.191515,4.202150884780635
4BBC65,41.1378,28.7098,359,2725,159,2019-07-24 21:15:04.192759,13.857922332638436
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:04.193451,9.165608755137317
4BAAA6,41.073,28.7316,359,3850,182,2019-07-24 21:15:04.196062,20.80963661342428
7100BC,40.9786,28.7565,339,4700,190,2019-07-24 21:15:04.197965,31.3100983019092
48412D,40.9622,28.8887,237,4900,243,2019-07-24 21:15:04.199613,35.3002645144496
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:06.503881,4.202150884780635
4BBC65,41.1378,28.7098,359,2725,159,2019-07-24 21:15:06.505761,13.857922332638436
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:06.506644,9.165608755137317
4BAAA6,41.073,28.7316,359,3850,182,2019-07-24 21:15:06.507471,20.80963661342428
7100BC,40.9811,28.7553,339,4700,187,2019-07-24 21:15:06.508274,31.028638395919895
48412D,40.9622,28.8887,237,4900,243,2019-07-24 21:15:06.509128,35.3002645144496
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:08.824620,4.202150884780635
4BBC65,41.1416,28.7098,359,2675,154,2019-07-24 21:15:08.826885,13.443940130187338
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:08.828420,9.165608755137317
4BAAA6,41.073,28.7316,359,3850,182,2019-07-24 21:15:08.829568,20.80963661342428
7100BC,40.9811,28.7553,339,4700,187,2019-07-24 21:15:08.830439,31.028638395919895
48412D,40.9622,28.8887,237,4900,243,2019-07-24 21:15:08.831376,35.3002645144496
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:11.126487,4.202150884780635
4BBC65,41.1416,28.7098,359,2675,154,2019-07-24 21:15:11.128905,13.443940130187338
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:11.130144,9.165608755137317
4BAAA6,41.0793,28.7316,359,3750,182,2019-07-24 21:15:11.131377,20.109614615506043
7100BC,40.9836,28.7541,339,4675,187,2019-07-24 21:15:11.132503,30.74744596987144
48412D,40.9592,28.8802,246,4850,239,2019-07-24 21:15:11.133497,35.3752020778097
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:13.421568,4.202150884780635
4BBC65,41.1416,28.7098,359,2675,154,2019-07-24 21:15:13.423469,13.443940130187338
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:13.424765,9.165608755137317
4BAAA6,41.0824,28.7315,359,3700,181,2019-07-24 21:15:13.426052,19.76557488335132
7100BC,40.986,28.7529,339,4650,184,2019-07-24 21:15:13.427045,30.477647046454443
48412D,40.9592,28.8802,246,4850,239,2019-07-24 21:15:13.427936,35.3752020778097
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:15.753344,4.202150884780635
4BBC65,41.1451,28.7097,359,2575,149,2019-07-24 21:15:15.756006,13.064901446480587
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:15.757342,9.165608755137317
4BAAA6,41.085,28.7314,359,3650,180,2019-07-24 21:15:15.758481,19.47711499412344
7100BC,40.9884,28.7517,339,4625,183,2019-07-24 21:15:15.759765,30.208132406890233
48412D,40.9573,28.8732,250,4825,234,2019-07-24 21:15:15.761037,35.38950828532024
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:18.056935,4.202150884780635
4BBC65,41.1485,28.7096,359,2500,146,2019-07-24 21:15:18.058489,12.697344594225573
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:18.059822,9.165608755137317
4BAAA6,41.0885,28.7314,359,3600,180,2019-07-24 21:15:18.060824,19.088281028187243
7100BC,40.993,28.7494,339,4600,180,2019-07-24 21:15:18.062001,29.69238540063711
48412D,40.9551,28.8646,251,4775,230,2019-07-24 21:15:18.062974,35.40778769336085
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:20.361745,4.202150884780635
4BBC65,41.1485,28.7096,359,2500,146,2019-07-24 21:15:20.363650,12.697344594225573
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:20.364888,9.165608755137317
4BAAA6,41.0885,28.7314,359,3600,180,2019-07-24 21:15:20.366158,19.088281028187243
7100BC,40.993,28.7494,339,4600,180,2019-07-24 21:15:20.367635,29.69238540063711
48412D,40.9551,28.8646,251,4775,230,2019-07-24 21:15:20.369375,35.40778769336085
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:22.675997,4.202150884780635
4BBC65,41.1511,28.7096,359,2450,144,2019-07-24 21:15:22.677834,12.415275193783893
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:22.679666,9.165608755137317
4BAAA6,41.0917,28.7313,358,3550,179,2019-07-24 21:15:22.681619,18.733218722661427
7100BC,40.9953,28.7483,339,4575,179,2019-07-24 21:15:22.682730,29.43499775581655
48412D,40.9541,28.8604,251,4750,229,2019-07-24 21:15:22.683620,35.414699365434636
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:25.017166,4.202150884780635
4BBC65,41.1531,28.7095,359,2400,144,2019-07-24 21:15:25.018588,12.200430691860646
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:25.019361,9.165608755137317
4BAAA6,41.095,28.7312,358,3475,179,2019-07-24 21:15:25.020113,18.367086318147713
7100BC,40.9979,28.747,339,4550,176,2019-07-24 21:15:25.021264,29.144297345586775
48412D,40.9531,28.8564,252,4725,227,2019-07-24 21:15:25.022429,35.42995704910546
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:27.302970,4.202150884780635
4BBC65,41.1531,28.7095,359,2400,144,2019-07-24 21:15:27.304157,12.200430691860646
4BA915,41.1781,28.7295,358,1875,155,2019-07-24 21:15:27.304882,9.165608755137317
4BAAA6,41.095,28.7312,358,3475,179,2019-07-24 21:15:27.305664,18.367086318147713
7100BC,40.9979,28.747,339,4550,176,2019-07-24 21:15:27.306520,29.144297345586775
48412D,40.9531,28.8564,252,4725,227,2019-07-24 21:15:27.308180,35.42995704910546
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:29.771302,4.202150884780635
4BBC65,41.1531,28.7095,359,2400,144,2019-07-24 21:15:29.772762,12.200430691860646
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:29.773615,7.302565004055955
4BAAA6,41.097,28.7311,358,3425,179,2019-07-24 21:15:29.775115,18.14538467738091
7100BC,41.0002,28.746,340,4525,175,2019-07-24 21:15:29.777535,28.88757287092472
48412D,40.952,28.8522,251,4700,226,2019-07-24 21:15:29.781182,35.45512839346751
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:32.086655,4.202150884780635
4BBC65,41.1531,28.7095,359,2400,144,2019-07-24 21:15:32.087888,12.200430691860646
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:32.088699,7.302565004055955
4BAAA6,41.097,28.7311,358,3425,179,2019-07-24 21:15:32.090603,18.14538467738091
7100BC,41.0002,28.746,340,4525,175,2019-07-24 21:15:32.092829,28.88757287092472
48412D,40.952,28.8522,251,4700,226,2019-07-24 21:15:32.093379,35.45512839346751
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:34.385289,4.202150884780635
4BBC65,41.1578,28.7095,359,2325,144,2019-07-24 21:15:34.387953,11.691997060814346
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:34.389104,7.302565004055955
4BAAA6,41.0999,28.7311,359,3375,179,2019-07-24 21:15:34.390166,17.823290364700693
7100BC,41.0022,28.745,340,4500,174,2019-07-24 21:15:34.391020,28.664445792345813
48412D,40.9511,28.8483,251,4700,224,2019-07-24 21:15:34.391835,35.46890619938131
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:36.673532,4.202150884780635
4BBC65,41.1578,28.7095,359,2325,144,2019-07-24 21:15:36.675500,11.691997060814346
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:36.677620,7.302565004055955
4BAAA6,41.0999,28.7311,359,3375,179,2019-07-24 21:15:36.679083,17.823290364700693
7100BC,41.0022,28.745,340,4500,174,2019-07-24 21:15:36.680132,28.664445792345813
48412D,40.9511,28.8483,251,4700,224,2019-07-24 21:15:36.680982,35.46890619938131
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:39.000163,4.202150884780635
4BBC65,41.1607,28.7094,359,2275,134,2019-07-24 21:15:39.001838,11.380979211194868
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:39.003034,7.302565004055955
4BAAA6,41.1025,28.731,359,3325,179,2019-07-24 21:15:39.004200,17.53499786813932
7100BC,41.0047,28.7439,340,4450,173,2019-07-24 21:15:39.005142,28.385910464131904
48412D,40.9501,28.8444,251,4675,223,2019-07-24 21:15:39.005986,35.496768974077085
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:41.340044,4.202150884780635
4BBC65,41.1607,28.7094,359,2275,134,2019-07-24 21:15:41.341216,11.380979211194868
4BA915,41.1951,28.7287,358,1875,155,2019-07-24 21:15:41.343566,7.302565004055955
4BAAA6,41.1025,28.731,359,3325,179,2019-07-24 21:15:41.344953,17.53499786813932
7100BC,41.0047,28.7439,340,4450,173,2019-07-24 21:15:41.346728,28.385910464131904
48412D,40.9501,28.8444,251,4675,223,2019-07-24 21:15:41.347711,35.496768974077085
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:43.663241,4.202150884780635
4BBC65,41.1607,28.7094,359,2275,134,2019-07-24 21:15:43.665065,11.380979211194868
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:43.666373,6.5070243619899
4BAAA6,41.1099,28.7309,359,3175,178,2019-07-24 21:15:43.667590,16.713743912057367
7100BC,41.007,28.7427,340,4425,173,2019-07-24 21:15:43.668594,28.129913733097496
48412D,40.9473,28.8334,251,4600,220,2019-07-24 21:15:43.669527,35.59104756280732
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:45.963118,4.202150884780635
4BBC65,41.1674,28.7093,359,2150,130,2019-07-24 21:15:45.964701,10.662187035762399
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:45.965957,6.5070243619899
4BAAA6,41.1099,28.7309,359,3175,178,2019-07-24 21:15:45.967213,16.713743912057367
7100BC,41.0116,28.7405,340,4350,171,2019-07-24 21:15:45.968221,27.618890097452823
48412D,40.9464,28.8296,251,4575,219,2019-07-24 21:15:45.969133,35.62240627003249
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:48.281248,4.202150884780635
4BBC65,41.1674,28.7093,359,2150,130,2019-07-24 21:15:48.281943,10.662187035762399
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:48.282298,6.5070243619899
4BAAA6,41.1099,28.7309,359,3175,178,2019-07-24 21:15:48.282635,16.713743912057367
7100BC,41.0116,28.7405,340,4350,171,2019-07-24 21:15:48.282963,27.618890097452823
48412D,40.9464,28.8296,251,4575,219,2019-07-24 21:15:48.283287,35.62240627003249
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:50.569580,4.202150884780635
4BBC65,41.1701,28.7093,359,2100,130,2019-07-24 21:15:50.571423,10.372671646249398
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:50.572885,6.5070243619899
4BAAA6,41.1147,28.7308,359,3075,176,2019-07-24 21:15:50.574502,16.18132253931131
7100BC,41.0159,28.7385,340,4275,171,2019-07-24 21:15:50.576507,27.142284935035487
48412D,40.9443,28.8213,251,4525,215,2019-07-24 21:15:50.577594,35.716330227781725
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:52.905900,4.202150884780635
4BBC65,41.1701,28.7093,359,2100,130,2019-07-24 21:15:52.908729,10.372671646249398
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:52.910241,6.5070243619899
4BAAA6,41.1173,28.7307,359,3025,174,2019-07-24 21:15:52.911272,15.893213634016519
7100BC,41.0181,28.7374,340,4225,170,2019-07-24 21:15:52.912212,26.898972979808587
48412D,40.9443,28.8213,251,4525,215,2019-07-24 21:15:52.913141,35.716330227781725
42442F,41.5428,29.5633,253,11550,327,2019-07-24 21:15:52.914001,75.34718280850778
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:55.175390,4.202150884780635
4BBC65,41.1701,28.7093,359,2100,130,2019-07-24 21:15:55.177338,10.372671646249398
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:55.178131,6.5070243619899
4BAAA6,41.1173,28.7307,359,3025,174,2019-07-24 21:15:55.178850,15.893213634016519
7100BC,41.0181,28.7374,340,4225,170,2019-07-24 21:15:55.180561,26.898972979808587
48412D,40.9433,28.8173,251,4475,215,2019-07-24 21:15:55.181167,35.765560986796515
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:57.443121,4.202150884780635
4BBC65,41.1733,28.7091,359,2025,131,2019-07-24 21:15:57.443939,10.035044909707963
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:57.444336,6.5070243619899
4BAAA6,41.1218,28.7307,359,2950,169,2019-07-24 21:15:57.444856,15.393716048900318
7100BC,41.0226,28.7353,340,4125,169,2019-07-24 21:15:57.445264,26.402071670428544
48412D,40.9424,28.8136,251,4450,213,2019-07-24 21:15:57.445613,35.81139712450394
4BB263,41.2326,28.708,359,1300,129,2019-07-24 21:15:59.721196,4.202150884780635
4BBC65,41.1733,28.7091,359,2025,131,2019-07-24 21:15:59.723149,10.035044909707963
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:15:59.724498,6.5070243619899
4BAAA6,41.1218,28.7307,359,2950,169,2019-07-24 21:15:59.725686,15.393716048900318
7100BC,41.0226,28.7353,340,4125,169,2019-07-24 21:15:59.726743,26.402071670428544
48412D,40.9424,28.8136,251,4450,213,2019-07-24 21:15:59.727662,35.81139712450394
42442F,41.542,29.5595,253,11500,327,2019-07-24 21:15:59.728580,75.02235151418465
4BBC65,41.1733,28.7091,359,2025,131,2019-07-24 21:16:02.027291,10.035044909707963
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:16:02.030041,6.5070243619899
4BAAA6,41.1218,28.7307,359,2950,169,2019-07-24 21:16:02.031495,15.393716048900318
7100BC,41.0226,28.7353,340,4125,169,2019-07-24 21:16:02.032697,26.402071670428544
48412D,40.9424,28.8136,251,4450,213,2019-07-24 21:16:02.034191,35.81139712450394
4BBC65,41.1765,28.7091,359,1950,131,2019-07-24 21:16:04.389256,9.693885146027137
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:16:04.390192,6.5070243619899
4BAAA6,41.1243,28.7306,359,2900,167,2019-07-24 21:16:04.390712,15.11680703822322
7100BC,41.0248,28.7344,341,4075,169,2019-07-24 21:16:04.391140,26.159337602447422
48412D,40.9418,28.8114,252,4450,212,2019-07-24 21:16:04.391478,35.847149062066414
42442F,41.5403,29.5522,253,11400,326,2019-07-24 21:16:04.392145,74.39089007734648
4BBC65,41.1765,28.7091,359,1950,131,2019-07-24 21:16:06.663767,9.693885146027137
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:16:06.665540,6.5070243619899
4BAAA6,41.1243,28.7306,359,2900,167,2019-07-24 21:16:06.666828,15.11680703822322
7100BC,41.0248,28.7344,341,4075,169,2019-07-24 21:16:06.668104,26.159337602447422
48412D,40.9418,28.8114,252,4450,212,2019-07-24 21:16:06.669120,35.847149062066414
4BBC65,41.1796,28.7091,359,1900,131,2019-07-24 21:16:09.027811,9.364435575272019
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:16:09.029243,6.5070243619899
4BAAA6,41.1287,28.7305,359,2825,166,2019-07-24 21:16:09.030011,14.629119500447032
7100BC,41.0294,28.733,350,4000,168,2019-07-24 21:16:09.030749,25.65132483288816
48412D,40.9406,28.8036,260,4400,209,2019-07-24 21:16:09.031771,35.88012793006438
42442F,41.5366,29.5348,253,11225,327,2019-07-24 21:16:09.033997,72.90244501251242
4BBC65,41.1796,28.7091,359,1900,131,2019-07-24 21:16:11.366577,9.364435575272019
4BA915,41.2024,28.7284,358,1875,155,2019-07-24 21:16:11.368600,6.5070243619899
4BAAA6,41.1287,28.7305,359,2825,166,2019-07-24 21:16:11.369645,14.629119500447032
7100BC,41.0294,28.733,350,4000,168,2019-07-24 21:16:11.370545,25.65132483288816
48412D,40.9406,28.8036,260,4400,209,2019-07-24 21:16:11.371412,35.88012793006438
4BBC65,41.1826,28.709,359,1850,130,2019-07-24 21:16:13.665498,9.049309465221079
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:13.667990,4.741268486365509
4BAAA6,41.1311,28.7304,359,2775,166,2019-07-24 21:16:13.668725,14.36343247403121
7100BC,41.0339,28.7327,357,3975,165,2019-07-24 21:16:13.669266,25.151874624050013
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:13.669782,35.85160093956566
4BBC65,41.1826,28.709,359,1850,130,2019-07-24 21:16:15.991974,9.049309465221079
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:15.993959,4.741268486365509
4BAAA6,41.1311,28.7304,359,2775,166,2019-07-24 21:16:15.995306,14.36343247403121
7100BC,41.0339,28.7327,357,3975,165,2019-07-24 21:16:15.996211,25.151874624050013
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:15.997134,35.85160093956566
4BBC65,41.1858,28.7089,359,1800,130,2019-07-24 21:16:18.310924,8.71452581730574
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:18.313233,4.741268486365509
4BAAA6,41.1357,28.7303,359,2675,167,2019-07-24 21:16:18.314875,13.853770530938691
7100BC,41.0339,28.7327,357,3975,165,2019-07-24 21:16:18.316165,25.151874624050013
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:18.317336,35.85160093956566
4BBC65,41.1887,28.7089,359,1725,129,2019-07-24 21:16:20.635904,8.410080581171925
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:20.636603,4.741268486365509
4BAAA6,41.1375,28.7303,359,2650,167,2019-07-24 21:16:20.637196,13.654129621421626
7100BC,41.0385,28.7326,359,3975,164,2019-07-24 21:16:20.637807,24.64079506999185
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:20.638336,35.85160093956566
4BBC65,41.1887,28.7089,359,1725,129,2019-07-24 21:16:22.927218,8.410080581171925
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:22.929343,4.741268486365509
4BAAA6,41.1375,28.7303,359,2650,167,2019-07-24 21:16:22.930716,13.654129621421626
7100BC,41.0408,28.7326,358,3975,164,2019-07-24 21:16:22.932072,24.385119331005935
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:22.933169,35.85160093956566
4BBC65,41.1915,28.7088,359,1675,127,2019-07-24 21:16:25.227421,8.120382545403418
4BA915,41.2186,28.7287,359,1100,137,2019-07-24 21:16:25.229168,4.741268486365509
4BAAA6,41.143,28.7302,358,2525,167,2019-07-24 21:16:25.231302,13.044894778360646
7100BC,41.0431,28.7325,358,3975,165,2019-07-24 21:16:25.232195,24.129742866716807
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:25.233187,35.85160093956566
4BBC65,41.1915,28.7088,359,1675,127,2019-07-24 21:16:27.671997,8.120382545403418
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:27.673946,3.2025309797017365
4BAAA6,41.1452,28.7302,358,2500,167,2019-07-24 21:16:27.675270,12.800995165066285
7100BC,41.0455,28.7324,358,3950,166,2019-07-24 21:16:27.676548,23.863263307663104
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:27.677549,35.85160093956566
4BBC65,41.1915,28.7088,359,1675,127,2019-07-24 21:16:29.950561,8.120382545403418
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:29.952660,3.2025309797017365
4BAAA6,41.1452,28.7302,358,2500,167,2019-07-24 21:16:29.954000,12.800995165066285
7100BC,41.0455,28.7324,358,3950,166,2019-07-24 21:16:29.955052,23.863263307663104
48412D,40.9404,28.7992,265,4375,205,2019-07-24 21:16:29.956030,35.85160093956566
4BBC65,41.1944,28.7088,359,1625,126,2019-07-24 21:16:32.233187,7.818959428351893
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:32.234841,3.2025309797017365
4BAAA6,41.1452,28.7302,358,2500,167,2019-07-24 21:16:32.235724,12.800995165066285
7100BC,41.0475,28.7324,358,3950,167,2019-07-24 21:16:32.236615,23.640950879348438
48412D,40.9464,28.7764,307,4300,189,2019-07-24 21:16:32.237959,34.98442415007398
4BBC65,41.1944,28.7088,359,1625,126,2019-07-24 21:16:34.519267,7.818959428351893
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:34.521287,3.2025309797017365
4BAAA6,41.1452,28.7302,358,2500,167,2019-07-24 21:16:34.522675,12.800995165066285
7100BC,41.0475,28.7324,358,3950,167,2019-07-24 21:16:34.523664,23.640950879348438
48412D,40.9464,28.7764,307,4300,189,2019-07-24 21:16:34.524588,34.98442415007398
4BBC65,41.1972,28.7087,359,1575,125,2019-07-24 21:16:36.811838,7.532750777651436
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:36.813850,3.2025309797017365
4BAAA6,41.151,28.7301,358,2400,167,2019-07-24 21:16:36.815298,12.15886713516675
7100BC,41.0524,28.7322,358,3950,168,2019-07-24 21:16:36.816656,23.09693105634524
48412D,40.9503,28.7715,317,4225,188,2019-07-24 21:16:36.817812,34.52094100008548
4BBC65,41.1972,28.7087,359,1575,125,2019-07-24 21:16:39.154468,7.532750777651436
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:39.156182,3.2025309797017365
4BAAA6,41.151,28.7301,358,2400,167,2019-07-24 21:16:39.157543,12.15886713516675
7100BC,41.0524,28.7322,358,3950,168,2019-07-24 21:16:39.158945,23.09693105634524
48412D,40.9503,28.7715,317,4225,188,2019-07-24 21:16:39.159990,34.52094100008548
42442F,41.5235,29.4756,253,10700,332,2019-07-24 21:16:39.160985,67.81952657805796
4BBC65,41.1972,28.7087,359,1575,125,2019-07-24 21:16:41.486003,7.532750777651436
4BA915,41.2332,28.7284,359,1100,137,2019-07-24 21:16:41.487944,3.2025309797017365
4BAAA6,41.151,28.7301,358,2400,167,2019-07-24 21:16:41.489153,12.15886713516675
